"OriginalSizeKB","NewSizeKB","SavedKB","RelativePath"
"272.8","180","92.7","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2495.JPG"
"144.1","51.8","92.3","files\8. Blog\1. academic\1. leadership\2. wise captain\DSC00309.JPG"
"166.9","74.6","92.3","files\2. Education\3. Short Term Courses Attended\19.jpeg"
"578.8","486.5","92.2","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028080304.jpg"
"248.3","156.1","92.2","files\8. Blog\1. academic\8. Social Activities\32. cleanileness drive\20181002_092657.jpg"
"223.4","131.3","92.1","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_140538.jpg"
"362.9","270.9","92","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180926_145841.jpg"
"298","206","92","files\8. Blog\1. academic\2. Conferences and ppt\sIN 17\20171014_154309.jpg"
"194.8","102.9","91.9","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180321_133848.jpg"
"142","50.2","91.8","files\8. Blog\1. academic\4. expert talk\1\IMG-20180212-WA0001.jpg"
"142","50.2","91.8","files\8. Blog\1. academic\3. workshops\15. workshop-expert talk\IMG-20180212-WA0001.jpg"
"146.8","55.2","91.6","files\6. Award\7. Top researcher of the month - August 2022\WhatsApp Image 2026-05-14 at 2.09.24 PM.jpeg"
"486.8","395.2","91.6","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028071750.jpg"
"228.3","136.7","91.6","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170318_135621.jpg"
"500.3","408.6","91.6","files\8. Blog\2. Connection\3. mom birthday\beautiful mom.jpg"
"183.3","91.8","91.5","files\8. Blog\1. academic\3. workshops\34. IIT delhi workshop\20170625_111113.jpg"
"415.1","323.5","91.5","files\8. Blog\4. Avocations\1. trekking\10. samod with mom\IMG_20230430_070056.jpg"
"224.6","133.3","91.4","files\8. Blog\2. Connection\header\DSC03831.JPG"
"223.4","132.1","91.3","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170319_141544.jpg"
"498.2","406.9","91.3","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702070932.jpg"
"265.6","174.3","91.3","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5646.JPG"
"316.1","225.2","90.8","files\8. Blog\1. academic\7. Hackathon Head\28. school hackathon\IMG20191113111455.jpg"
"186.5","95.7","90.8","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929154801.jpg"
"508.3","417.7","90.7","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212171106.jpg"
"289","198.3","90.7","files\8. Blog\1. academic\7. Hackathon Head\28. school hackathon\IMG20191113111251.jpg"
"480.3","389.6","90.7","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407082352.jpg"
"295.6","205","90.7","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212165618.jpg"
"365.1","274.4","90.7","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205171034.jpg"
"314.2","223.5","90.7","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_174153.jpg"
"225.1","134.5","90.7","files\8. Blog\1. academic\3. workshops\10. IoT workshop\20170629_120003.jpg"
"256.1","165.5","90.7","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180926_114045.jpg"
"200.4","109.8","90.6","files\8. Blog\1. academic\6. Events done\0. mou\IMG_3051.JPG"
"356.6","266","90.6","files\8. Blog\1. academic\5. faculty visits\2. rijeka, coratia\20180911_110623.jpg"
"472","381.5","90.5","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205171024.jpg"
"315.7","225.4","90.4","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827071152.jpg"
"405.3","314.9","90.4","files\8. Blog\1. academic\4. expert talk\7\20260516_172526.jpg"
"142.7","52.4","90.3","files\8. Blog\1. academic\1. leadership\2. wise captain\DSC00308.JPG"
"224.1","133.8","90.3","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712122019.jpg"
"290.7","200.5","90.2","files\8. Blog\4. Avocations\2. Drawing\rangoli\IMG20191214101311.jpg"
"1170","1079.8","90.2","files\2. Education\logo\1.png"
"457.3","367.2","90.1","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_165305.jpg"
"283.4","193.5","89.9","files\8. Blog\1. academic\3. workshops\20. muj deep learning fdp\IMG_9861.JPG"
"288.9","199","89.9","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212165616.jpg"
"243.2","153.4","89.8","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712122006.jpg"
"139.7","50","89.8","files\8. Blog\1. academic\1. leadership\2. wise captain\DSC00306.JPG"
"202","112.2","89.8","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130143117.jpg"
"234.8","145.2","89.6","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_150657.jpg"
"349","259.4","89.6","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028072923.jpg"
"212.3","122.6","89.6","files\8. Blog\1. academic\3. workshops\10. IoT workshop\20170629_120004.jpg"
"220.7","131.2","89.5","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\IMG20230320174945.jpg"
"336.7","247.4","89.4","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028074853.jpg"
"268.3","179","89.3","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170318_135750.jpg"
"199.4","110.3","89.1","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929154905.jpg"
"249.6","160.4","89.1","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2492.JPG"
"274","184.9","89","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2520.JPG"
"1026.1","937.2","88.9","files\8. Blog\4. Avocations\2. Drawing\rangoli\WhatsApp Image 2023-10-09 at 17.19.35.png"
"229.2","140.4","88.8","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180320_155707.jpg"
"291","202.2","88.8","files\8. Blog\1. academic\7. Hackathon Head\28. school hackathon\IMG20191113111314.jpg"
"250.4","161.6","88.8","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180927_153942.jpg"
"210.4","121.8","88.6","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929120200.jpg"
"265.8","177.3","88.6","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2514.JPG"
"366.1","277.7","88.3","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331070621.jpg"
"401.8","313.4","88.3","files\8. Blog\3. Sports\3. Office  College  School\10\20181218_132232.jpg"
"212.5","124.4","88.1","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212170624.jpg"
"240.1","152","88.1","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5645.JPG"
"368.9","280.8","88","files\8. Blog\1. academic\5. faculty visits\2. rijeka, coratia\20180911_110644.jpg"
"354.2","266.3","87.9","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230521063627.jpg"
"198.8","111","87.9","files\8. Blog\4. Avocations\1. trekking\8. Jal mahal\IMG20230820061056.jpg"
"313.2","225.4","87.8","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5676.JPG"
"464","376.3","87.7","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331083649.jpg"
"184.5","97.1","87.4","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929154805.jpg"
"203.6","116.3","87.3","files\8. Blog\1. academic\5. faculty visits\35. robotics fair\20170319_141555.jpg"
"308.4","221.1","87.3","files\8. Blog\1. academic\3. workshops\37. MUN\IMG_7545.JPG"
"214.6","127.3","87.3","files\8. Blog\1. academic\2. Conferences and ppt\sIN 17\IMG_8813.JPG"
"272.1","185","87.1","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2019\IMG20191114142411.jpg"
"518.5","431.7","86.9","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407091823.jpg"
"201.6","114.8","86.8","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130142635.jpg"
"267.1","180.4","86.7","files\8. Blog\1. academic\3. workshops\6. Gian Course\20170103_131348.jpg"
"291.6","205","86.6","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2019\IMG20191114142442.jpg"
"372","285.4","86.6","files\8. Blog\3. Sports\3. Office  College  School\10\20181218_132227.jpg"
"459.2","372.7","86.5","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827073057.jpg"
"193.2","106.8","86.4","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130142535.jpg"
"471","384.6","86.4","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331083923.jpg"
"291.6","205.3","86.3","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_174348.jpg"
"181.6","95.3","86.3","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929154804.jpg"
"520.6","434.3","86.3","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702072341.jpg"
"327.6","241.4","86.2","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331083739.jpg"
"303.9","217.7","86.2","files\8. Blog\1. academic\5. faculty visits\2. rijeka, coratia\20180911_110642.jpg"
"368.6","282.4","86.2","files\8. Blog\1. academic\5. faculty visits\2. rijeka, coratia\20180911_110652.jpg"
"300.9","214.8","86.1","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205171040.jpg"
"153.9","68","85.9","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\20190120_144305.jpg"
"359","273.2","85.9","files\8. Blog\3. Sports\3. Office  College  School\10\20181218_132224.jpg"
"172.5","86.5","85.9","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\20180906_104746.jpg"
"362.1","276.4","85.8","files\8. Blog\3. Sports\3. Office  College  School\10\20181218_132226.jpg"
"467.7","381.9","85.8","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_165422.jpg"
"317.6","231.9","85.7","files\8. Blog\4. Avocations\2. Drawing\20260516_162432.jpg"
"291.1","205.4","85.7","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028084905.jpg"
"293","207.4","85.6","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512150821.jpg"
"262","176.4","85.6","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\20180918_083513.jpg"
"166.5","81","85.6","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\IMG_20180906_105102.jpg"
"504.6","419.1","85.5","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702070939.jpg"
"216.4","131.1","85.3","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\IMG_1598.JPG"
"267.6","182.2","85.3","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331065501.jpg"
"405.2","319.9","85.3","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331083204.jpg"
"412.5","327.3","85.2","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_170732.jpg"
"295","209.9","85.1","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-1\20170414_170023.jpg"
"441.9","357","84.9","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407091747.jpg"
"348.3","263.4","84.9","files\8. Blog\3. Sports\3. Office  College  School\10\20181218_132223.jpg"
"227.3","142.6","84.8","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180927_155107.jpg"
"160.8","76.2","84.7","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\IMG_20180906_105102_1.jpg"
"287.9","203.3","84.6","files\8. Blog\1. academic\7. Hackathon Head\28. school hackathon\IMG20191113111300.jpg"
"213.3","128.7","84.6","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929120158.jpg"
"566.7","482.4","84.4","files\4. Publication\3. conference\4\certi.png"
"413.8","329.5","84.3","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028083136.jpg"
"244.4","160.2","84.2","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180927_155058.jpg"
"316.1","232","84.1","files\8. Blog\4. Avocations\1. trekking\10. samod with mom\IMG_20230430_072252.jpg"
"217.1","132.9","84.1","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2541.JPG"
"501.9","418","84","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407084244.jpg"
"512.9","428.9","84","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205171029.jpg"
"542.2","458.2","84","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407083812.jpg"
"171.9","88.1","83.8","files\2. Education\3. Short Term Courses Attended\7.jpeg"
"228","144.2","83.8","files\8. Blog\1. academic\3. workshops\icicv workshop\IMG20200111140157.jpg"
"390.4","306.6","83.8","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_173627.jpg"
"282.5","198.7","83.8","files\8. Blog\2. Connection\header\IMG20200128164947.jpg"
"256.9","173.2","83.7","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827065520.jpg"
"253.1","169.5","83.6","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928123455.jpg"
"165.7","82.2","83.5","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\IMG_20180906_105115.jpg"
"235.9","152.4","83.5","files\8. Blog\4. Avocations\1. trekking\8. Jal mahal\IMG20230820061255.jpg"
"276.2","192.8","83.4","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205170517.jpg"
"749.4","666.2","83.2","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028071446.jpg"
"285.1","202","83.1","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2543.JPG"
"138.1","55.1","83.1","files\5. Project\1. Project\60.jpeg"
"209.9","126.9","83","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5655.JPG"
"265.9","183","82.9","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2490.JPG"
"292","209.2","82.8","files\8. Blog\1. academic\3. workshops\6. Gian Course\20170103_131338.jpg"
"206","123.2","82.8","files\8. Blog\2. Connection\1. MUJ SSIC\IMG_2795.JPG"
"160.8","78","82.7","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\IMG_20180906_105115_1.jpg"
"183.2","100.5","82.7","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\20180906_123039(0).jpg"
"556.1","473.5","82.6","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_164103.jpg"
"482.8","400.2","82.6","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_163503.jpg"
"494.1","411.5","82.6","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331071827.jpg"
"319.8","237.2","82.6","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212165805.jpg"
"431.5","349.2","82.3","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028083201.jpg"
"428.9","346.9","82.1","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407082524.jpg"
"231.4","149.6","81.8","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180927_155038.jpg"
"241.4","159.6","81.8","files\8. Blog\1. academic\3. workshops\37. MUN\IMG_7548.JPG"
"188.6","107","81.6","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130143151.jpg"
"280.1","199.1","81","files\8. Blog\1. academic\7. Hackathon Head\28. school hackathon\IMG20191113111306.jpg"
"275.8","194.9","81","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\IMG_0223.JPG"
"281.5","200.6","80.9","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331072032.jpg"
"180","99","80.9","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712122033.jpg"
"353.5","272.6","80.9","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205172410.jpg"
"611.8","531.1","80.7","files\1. Home\Picture1.png"
"235.9","155.2","80.7","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2511.JPG"
"237.2","156.6","80.7","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2508.JPG"
"259.1","178.5","80.6","files\8. Blog\1. academic\3. workshops\20. muj deep learning fdp\IMG_9858.JPG"
"206.5","126","80.5","files\8. Blog\1. academic\2. Conferences and ppt\sIN 17\IMG_8811.JPG"
"311.4","230.9","80.5","files\8. Blog\1. academic\8. Social Activities\32. cleanileness drive\20181002_092144.jpg"
"356.9","276.5","80.4","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028075534.jpg"
"234","153.7","80.3","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5669.JPG"
"320.5","240.2","80.3","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512150018.jpg"
"201.9","121.7","80.2","files\8. Blog\4. Avocations\2. Drawing\artwork\IMG20220528064540.jpg"
"145.8","65.8","80","files\8. Blog\1. academic\1. leadership\2. wise captain\DSC00330.JPG"
"314","234.4","79.5","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331065842.jpg"
"582","502.6","79.4","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407081528.jpg"
"366.3","287","79.3","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512140454.jpg"
"446.7","367.5","79.2","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702074329.jpg"
"363.4","284.3","79.1","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_165404.jpg"
"223.3","144.3","79","files\8. Blog\1. academic\2. Conferences and ppt\1. Udaipur\20160304_181813.jpg"
"343","264","79","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407093707.jpg"
"241.5","162.5","78.9","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928120326.jpg"
"133.6","54.7","78.8","files\6. Award\9. Top researcher of the month - July 2023\WhatsApp Image 2026-05-14 at 2.09.26 PM.jpeg"
"574.7","495.9","78.8","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230521063442.jpg"
"220","141.3","78.7","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180927_155031.jpg"
"347.5","268.8","78.7","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_171246.jpg"
"269.6","191.1","78.6","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205172400.jpg"
"286.1","207.6","78.5","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205172439.jpg"
"624.3","546.4","78","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702071229.jpg"
"181.7","103.9","77.8","files\8. Blog\1. academic\7. Hackathon Head\8. Hackathon winners-neemrana\IMG_1754.JPG"
"149.2","71.4","77.7","files\8. Blog\1. academic\1. leadership\2. wise captain\DSC00331.JPG"
"250.7","172.9","77.7","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\IMG20230320174938.jpg"
"177.8","100.2","77.6","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212170643.jpg"
"186.9","109.4","77.5","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_1082.JPG"
"188.3","110.9","77.4","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\20180927_142833.jpg"
"226","148.6","77.4","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2474.JPG"
"483.3","406","77.3","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_165018.jpg"
"444.1","366.8","77.3","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702073634.jpg"
"260.6","183.4","77.2","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\IMG_0226.JPG"
"385.8","308.6","77.2","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205171126.jpg"
"265.4","188.3","77.1","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190930090821.jpg"
"224.6","148","76.6","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512140451.jpg"
"842.7","766.3","76.4","files\4. Publication\3. conference\1\Anubha Parashar.png"
"260.3","183.9","76.4","files\8. Blog\1. academic\3. workshops\20. muj deep learning fdp\IMG_9643.JPG"
"184.2","107.8","76.4","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028093234.jpg"
"503.9","427.6","76.3","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028082237.jpg"
"567.6","491.3","76.3","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827060829.jpg"
"154.2","77.9","76.3","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_143422.jpg"
"199.6","123.3","76.2","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2484.JPG"
"281.2","205","76.2","files\8. Blog\1. academic\7. Hackathon Head\28. school hackathon\IMG20191113112227.jpg"
"247.7","171.4","76.2","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_2901.JPG"
"239.7","163.6","76.1","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2019\IMG20191114141747.jpg"
"191.2","115.4","75.8","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\IMG20230320174948.jpg"
"373.4","297.8","75.6","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702073442.jpg"
"218.5","143.4","75.2","files\8. Blog\1. academic\5. faculty visits\29. physics day\IMG20220712121952.jpg"
"339.9","265","75","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512141421.jpg"
"188.4","113.5","74.9","files\8. Blog\1. academic\6. Events done\1. Alumni\Aditya Agarwal\20190826_180500.jpeg"
"459.2","384.3","74.9","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331083536.jpg"
"242.3","167.4","74.9","files\8. Blog\1. academic\3. workshops\37. MUN\IMG_7549.JPG"
"192.2","117.3","74.9","files\8. Blog\1. academic\6. Events done\1. Alumni\Aditya Agarwal\20190826_180521.jpeg"
"213.7","138.8","74.9","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928120336.jpg"
"179","104.2","74.8","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2483.JPG"
"169.8","95","74.8","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028072736.jpg"
"284","209.3","74.7","files\8. Blog\4. Avocations\1. trekking\4. chulgiri with minki\IMG20230212170749.jpg"
"352.5","277.8","74.7","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230512140413.jpg"
"217.2","143.3","73.9","files\8. Blog\1. academic\3. workshops\icicv workshop\IMG20200111135912.jpg"
"230.7","156.8","73.9","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205173010.jpg"
"495.6","421.8","73.8","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_165511.jpg"
"221.9","148","73.8","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2019\IMG20191114141906.jpg"
"391.3","317.5","73.8","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827062835.jpg"
"254.4","180.7","73.7","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407092445.jpg"
"383","309.3","73.7","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407084736.jpg"
"274","200.3","73.7","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331073557.jpg"
"348.9","275.3","73.5","files\8. Blog\4. Avocations\1. trekking\10. samod with mom\IMG_20230430_072312.jpg"
"223.6","150.1","73.5","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2496.JPG"
"345.3","271.8","73.5","files\8. Blog\4. Avocations\2. Drawing\20260516_162621.jpg"
"296.4","223","73.4","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928123603.jpg"
"188.9","115.6","73.3","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5764.JPG"
"166.9","93.8","73.2","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\IMG_20180906_105107.jpg"
"165.1","92.2","72.8","files\8. Blog\1. academic\2. Conferences and ppt\Coratia Conference\IMG_20180906_105108.jpg"
"171.4","98.6","72.8","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407092749.jpg"
"219.3","146.5","72.8","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2019\IMG20191114141904.jpg"
"239.5","166.7","72.8","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928120311.jpg"
"267.7","195.1","72.6","files\8. Blog\1. academic\3. workshops\20. muj deep learning fdp\IMG_9693.JPG"
"274.4","202.4","72","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_164346.jpg"
"255","183","71.9","files\8. Blog\2. Connection\3. mom birthday\beautiful mom-.jpg"
"165.8","94","71.8","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_2922.JPG"
"181.7","109.9","71.8","files\8. Blog\1. academic\5. faculty visits\2. rijeka, coratia\20180911_105713.jpg"
"184.3","112.7","71.5","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_114545.jpg"
"166.1","94.6","71.5","files\8. Blog\2. Connection\3. mom birthday\me my sis my mom.jpg"
"189.7","118.3","71.4","files\8. Blog\1. academic\5. faculty visits\2. rijeka, coratia\20180911_104449.jpg"
"236.3","164.8","71.4","files\8. Blog\1. academic\7. Hackathon Head\8. Hackathon winners-neemrana\IMG_2527.JPG"
"117.6","46.2","71.3","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180320_154838.jpg"
"280.5","209.3","71.2","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407091743.jpg"
"178.8","107.7","71.1","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130142435.jpg"
"450.2","379.2","71","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_170949.jpg"
"147","76","71","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2535.JPG"
"168.5","97.6","70.9","files\8. Blog\1. academic\2. Conferences and ppt\sIN 17\20171015_110015.jpg"
"169.5","98.7","70.7","files\8. Blog\2. Connection\1. MUJ SSIC\IMG_2746.JPG"
"309.5","239","70.5","files\8. Blog\4. Avocations\2. Drawing\20260516_162628.jpg"
"178.4","108","70.4","files\8. Blog\1. academic\5. faculty visits\1. zagreb, coratia\20180904_140541.jpg"
